Category,Country,Year,Value
Environmental protection n.e.c.,Sweden,2018,0.08861776889310224
Environmental protection n.e.c.,Sweden,2019,0.13561362175605696
Environmental protection n.e.c.,Sweden,2020,0.15444597137817745
Environmental protection n.e.c.,Slovenia,2012,0.07144177219728962
Environmental protection n.e.c.,Slovenia,2013,0.05404026411150399
Environmental protection n.e.c.,Slovenia,2014,0.04942299976351361
Environmental protection n.e.c.,Slovenia,2015,0.07283939813551732
Environmental protection n.e.c.,Slovenia,2016,0.09272263322387943
Environmental protection n.e.c.,Slovenia,2017,0.053009325456333564
Environmental protection n.e.c.,Slovenia,2018,0.050570774016213155
Environmental protection n.e.c.,Slovenia,2019,0.05212937150109925
Environmental protection n.e.c.,Slovenia,2020,0.05167947665491295
Environmental protection n.e.c.,Slovakia,2012,0.09273679451128523
Environmental protection n.e.c.,Slovakia,2013,0.08765947849993555
Environmental protection n.e.c.,Slovakia,2014,0.0980950697077448
Environmental protection n.e.c.,Slovakia,2015,0.1503881386815765
Environmental protection n.e.c.,Slovakia,2016,0.1306832444884157
Environmental protection n.e.c.,Slovakia,2017,0.28723312534915
Environmental protection n.e.c.,Slovakia,2018,0.16901308154575204
Environmental protection n.e.c.,Slovakia,2019,0.21368630046326936
Environmental protection n.e.c.,Slovakia,2020,0.21292357232014972
Housing and community amenities,Austria,2012,0.3701204758781496
Housing and community amenities,Austria,2013,0.34839903158344504
Housing and community amenities,Austria,2014,0.34552408087622816
Housing and community amenities,Austria,2015,0.35123676471784293
Housing and community amenities,Austria,2016,0.34283349365786003
Housing and community amenities,Austria,2017,0.319605243529449
Housing and community amenities,Austria,2018,0.3258199811510818
Housing and community amenities,Austria,2019,0.29584346230010106
Housing and community amenities,Austria,2020,0.2859261106044601
Housing and community amenities,Belgium,2012,0.41002168189682026
Housing and community amenities,Belgium,2013,0.37795255548768075
Housing and community amenities,Belgium,2014,0.357143477485172
Housing and community amenities,Belgium,2015,0.28288841842144036
Housing and community amenities,Belgium,2016,0.3291672605411066
Housing and community amenities,Belgium,2017,0.30275243169252186
Housing and community amenities,Belgium,2018,0.34000592977992866
Housing and community amenities,Belgium,2019,0.3481703559005108
Housing and community amenities,Belgium,2020,0.3821660483534761
Housing and community amenities,Bulgaria,2012,0.9508528804831412
Housing and community amenities,Bulgaria,2013,1.3096251623060058
Housing and community amenities,Bulgaria,2014,1.6269232557058522
Housing and community amenities,Bulgaria,2015,2.099654459610192
Housing and community amenities,Bulgaria,2016,1.8936667958362297
Housing and community amenities,Bulgaria,2017,1.5468872843428583
Housing and community amenities,Bulgaria,2018,1.0514932912166872
Housing and community amenities,Bulgaria,2019,1.2128300722077374
Housing and community amenities,Bulgaria,2020,0.8541683904157925
Housing and community amenities,Switzerland,2012,0.1865498355095608
Housing and community amenities,Switzerland,2013,0.18264939797351698
Housing and community amenities,Switzerland,2014,0.1795937881205698
Housing and community amenities,Switzerland,2015,0.19015792459770692
Housing and community amenities,Switzerland,2016,0.1826413222614135
Housing and community amenities,Switzerland,2017,0.1841415462076082
Housing and community amenities,Switzerland,2018,0.1894826082964732
Housing and community amenities,Switzerland,2019,0.20212797652298917
Housing and community amenities,Switzerland,2020,0.20608300061040508
Housing and community amenities,Cyprus,2012,2.0892107881859308
Housing and community amenities,Cyprus,2013,1.9340033148007516
Housing and community amenities,Cyprus,2014,2.222756080261743
Housing and community amenities,Cyprus,2015,1.7849778758596093
Housing and community amenities,Cyprus,2016,1.4436882685207586
Housing and community amenities,Cyprus,2017,1.5158228471278625
Housing and community amenities,Cyprus,2018,1.4851142555282328
Housing and community amenities,Cyprus,2019,1.4937737851761719
Housing and community amenities,Cyprus,2020,1.4871043028285127
Housing and community amenities,Czechia,2012,0.6965480126085953
Housing and community amenities,Czechia,2013,0.8116065633397402
Housing and community amenities,Czechia,2014,0.842218382436338
Housing and community amenities,Czechia,2015,0.6597734583169672
Housing and community amenities,Czechia,2016,0.5876965821960848
Housing and community amenities,Czechia,2017,0.5851661413392578
Housing and community amenities,Czechia,2018,0.7713400688721883
Housing and community amenities,Czechia,2019,0.660909032482542
Housing and community amenities,Czechia,2020,0.6531810603441804
Housing and community amenities,Germany,2012,0.45630548098393264
Housing and community amenities,Germany,2013,0.42687676738933256
Housing and community amenities,Germany,2014,0.3965935991637717
Housing and community amenities,Germany,2015,0.3820327938192705
Housing and community amenities,Germany,2016,0.37368330387847154
Housing and community amenities,Germany,2017,0.37466790729563293
Housing and community amenities,Germany,2018,0.3936472091399367
Housing and community amenities,Germany,2019,0.4221970137565285
Housing and community amenities,Germany,2020,0.4770616339199455
Housing and community amenities,Denmark,2012,0.2817996841832366
Housing and community amenities,Denmark,2013,0.2790803373389858
Housing and community amenities,Denmark,2014,0.22558201665431205
Housing and community amenities,Denmark,2015,0.23580897348742352
Housing and community amenities,Denmark,2016,0.25580190293727134
Housing and community amenities,Denmark,2017,0.2088476507776921
Housing and community amenities,Denmark,2018,0.22951840166017975
Housing and community amenities,Denmark,2019,0.19927217839899922
Housing and community amenities,Denmark,2020,0.15207225308466746
Housing and community amenities,Estonia,2012,0.6591615643505779
Housing and community amenities,Estonia,2013,0.6001861370222307
Housing and community amenities,Estonia,2014,0.5127642381859717
Housing and community amenities,Estonia,2015,0.3572224861133999
Housing and community amenities,Estonia,2016,0.34164218154396514
Housing and community amenities,Estonia,2017,0.3562197905477981
Housing and community amenities,Estonia,2018,0.3324052722098395
Housing and community amenities,Estonia,2019,0.38538143758081306
Housing and community amenities,Estonia,2020,0.3939559439286365
Housing and community amenities,Greece,2012,0.2287921367699222
Housing and community amenities,Greece,2013,0.2935218395814201
Housing and community amenities,Greece,2014,0.27646753481234065
Housing and community amenities,Greece,2015,0.2364362424441044
Housing and community amenities,Greece,2016,0.22866089531915673
Housing and community amenities,Greece,2017,0.2074578555301933
Housing and community amenities,Greece,2018,0.23223732538342826
Housing and community amenities,Greece,2019,0.20943413514610212
Housing and community amenities,Greece,2020,0.26540770311095313
Housing and community amenities,Spain,2012,0.5708444540996834
Housing and community amenities,Spain,2013,0.46439764979518494
Housing and community amenities,Spain,2014,0.5058066565434317
Housing and community amenities,Spain,2015,0.5220333700648924
Housing and community amenities,Spain,2016,0.4467794906767646
Housing and community amenities,Spain,2017,0.4433578897747253
Housing and community amenities,Spain,2018,0.4370113111253062
Housing and community amenities,Spain,2019,0.42584862622871056
Housing and community amenities,Spain,2020,0.4535822803265506
Housing and community amenities,Finland,2012,0.4317613175684078
Housing and community amenities,Finland,2013,0.39594559541114227
Housing and community amenities,Finland,2014,0.392949148610178
Housing and community amenities,Finland,2015,0.40636752844336166
Housing and community amenities,Finland,2016,0.31169834220616227
Housing and community amenities,Finland,2017,0.32346299839594167
Housing and community amenities,Finland,2018,0.294266304580617
Housing and community amenities,Finland,2019,0.31018352525244103
Housing and community amenities,Finland,2020,0.31927675413169326
Housing and community amenities,France,2012,1.3235325095126207
Housing and community amenities,France,2013,1.2720168109696395
Housing and community amenities,France,2014,1.2010615113744991
Housing and community amenities,France,2015,1.121299180506834
Housing and community amenities,France,2016,1.0850761079597462
Housing and community amenities,France,2017,1.0241846527270526
Housing and community amenities,France,2018,1.0341868551935296
Housing and community amenities,France,2019,1.0575414284747306
Housing and community amenities,France,2020,1.1163101517484113
Housing and community amenities,Croatia,2012,2.3435048810879135
Housing and community amenities,Croatia,2013,2.204239250536151
Housing and community amenities,Croatia,2014,2.379453091788648
Housing and community amenities,Croatia,2015,1.9607626513824103
Housing and community amenities,Croatia,2016,2.2011588826900614
Housing and community amenities,Croatia,2017,2.067383002006566
Housing and community amenities,Croatia,2018,1.8912852246185579
Housing and community amenities,Croatia,2019,1.9509600247284542
Housing and community amenities,Croatia,2020,2.4267772469553734
Housing and community amenities,Hungary,2012,0.8475015860728834
Housing and community amenities,Hungary,2013,0.7552839063494905
Housing and community amenities,Hungary,2014,0.8924017398210866
Housing and community amenities,Hungary,2015,1.0324405316026988
Housing and community amenities,Hungary,2016,0.6686983950034278
Housing and community amenities,Hungary,2017,0.721985566586656
Housing and community amenities,Hungary,2018,0.6742881166825672
Housing and community amenities,Hungary,2019,0.7522209353828431
Housing and community amenities,Hungary,2020,0.9608457009355965
Housing and community amenities,Ireland,2012,0.7395137328503082
Housing and community amenities,Ireland,2013,0.6734181221636754
Housing and community amenities,Ireland,2014,0.7325004664628583
Housing and community amenities,Ireland,2015,0.5696339474453742
Housing and community amenities,Ireland,2016,0.5404409165919395
Housing and community amenities,Ireland,2017,0.4974758465787579
Housing and community amenities,Ireland,2018,0.5721741915119587
Housing and community amenities,Ireland,2019,0.6150187017492907
Housing and community amenities,Ireland,2020,0.668094638828183
Housing and community amenities,Iceland,2012,0.8118537617923501
Housing and community amenities,Iceland,2013,0.49122633500647006
Housing and community amenities,Iceland,2014,0.49433665365259855
Housing and community amenities,Iceland,2015,0.5166093711420486
Housing and community amenities,Iceland,2016,0.6498548196679466
Housing and community amenities,Iceland,2017,0.6264343430195687
Housing and community amenities,Iceland,2018,0.6375583941441746
Housing and community amenities,Iceland,2019,0.5989374272751053
Housing and community amenities,Iceland,2020,0.6714128610291138
Housing and community amenities,Italy,2012,0.6845470769479672
Housing and community amenities,Italy,2013,0.5725619318986133
Housing and community amenities,Italy,2014,0.5066223195987527
Housing and community amenities,Italy,2015,0.5029797233825977
Housing and community amenities,Italy,2016,0.42888056446718414
Housing and community amenities,Italy,2017,0.4079597704194098
Housing and community amenities,Italy,2018,0.42630899374457776
Housing and community amenities,Italy,2019,0.4693516845392964
Housing and community amenities,Italy,2020,0.4747198849779968
Housing and community amenities,Lithuania,2012,0.25052229558637784
Housing and community amenities,Lithuania,2013,0.2517159206038899
Housing and community amenities,Lithuania,2014,0.33623736717940583
Housing and community amenities,Lithuania,2015,0.3183766805817002
Housing and community amenities,Lithuania,2016,0.3661619083618112
Housing and community amenities,Lithuania,2017,0.42435123225069366
Housing and community amenities,Lithuania,2018,0.49653742046613
Housing and community amenities,Lithuania,2019,0.48580810579820977
Housing and community amenities,Lithuania,2020,0.632916479135858
Housing and community amenities,Luxembourg,2012,0.7354995679853502
Housing and community amenities,Luxembourg,2013,0.4949637943150455
Housing and community amenities,Luxembourg,2014,0.5526024641204217
Housing and community amenities,Luxembourg,2015,0.500532855087427
Housing and community amenities,Luxembourg,2016,0.5006395875327577
Housing and community amenities,Luxembourg,2017,0.5136774353261543
Housing and community amenities,Luxembourg,2018,0.5698489052114728
Housing and community amenities,Luxembourg,2019,0.5746020752369592
Housing and community amenities,Luxembourg,2020,0.5274694740741884
Housing and community amenities,Latvia,2012,1.2281932345287927
Housing and community amenities,Latvia,2013,1.215814806527052
Housing and community amenities,Latvia,2014,1.10557102828264
Housing and community amenities,Latvia,2015,0.9702060466952357
Housing and community amenities,Latvia,2016,0.8844639415402443
Housing and community amenities,Latvia,2017,1.0913713108314433
Housing and community amenities,Latvia,2018,1.1202733110147634
Housing and community amenities,Latvia,2019,1.024818603195713
Housing and community amenities,Latvia,2020,1.1464316366277152
Housing and community amenities,Malta,2012,0.4345169393713083
Housing and community amenities,Malta,2013,0.32476114950341756
Housing and community amenities,Malta,2014,0.3153889225354527
Housing and community amenities,Malta,2015,0.3531165284543899
Housing and community amenities,Malta,2016,0.2532942482283633
Housing and community amenities,Malta,2017,0.24630129182514282
Housing and community amenities,Malta,2018,0.43394332483978076
Housing and community amenities,Malta,2019,0.4083820594023092
Housing and community amenities,Malta,2020,0.43679732604071714
Housing and community amenities,Netherlands,2012,0.5554653687940874
Housing and community amenities,Netherlands,2013,0.5600616537186792
Housing and community amenities,Netherlands,2014,0.5089642027518018
Housing and community amenities,Netherlands,2015,0.47709591772849014
Housing and community amenities,Netherlands,2016,0.4178801897966646
Housing and community amenities,Netherlands,2017,0.3728259720976609
Housing and community amenities,Netherlands,2018,0.4465191275822462
Housing and community amenities,Netherlands,2019,0.44707922588262783
Housing and community amenities,Netherlands,2020,0.49313899037073305
Housing and community amenities,Norway,2012,0.5783207523908134
Housing and community amenities,Norway,2013,0.6272470246816526
Housing and community amenities,Norway,2014,0.6855215026090191
Housing and community amenities,Norway,2015,0.7517225545643584
Housing and community amenities,Norway,2016,0.833342029508358
Housing and community amenities,Norway,2017,0.785402840675464
Housing and community amenities,Norway,2018,0.7826755713555822
Housing and community amenities,Norway,2019,0.8172968294897304
Housing and community amenities,Norway,2020,0.9068414410585588
Housing and community amenities,Poland,2012,0.8120358266210745
Housing and community amenities,Poland,2013,0.7514746763539882
Housing and community amenities,Poland,2014,0.7246086180912251
Housing and community amenities,Poland,2015,0.7076908187474904
Housing and community amenities,Poland,2016,0.6024693497338225
Housing and community amenities,Poland,2017,0.5610677828622809
Housing and community amenities,Poland,2018,0.5902757111614915
Housing and community amenities,Poland,2019,0.5397511045442416
Housing and community amenities,Poland,2020,0.48450319606376313
Housing and community amenities,Portugal,2012,0.4583007517724765
Housing and community amenities,Portugal,2013,0.48600435327577846
Housing and community amenities,Portugal,2014,0.49146594380819364
Housing and community amenities,Portugal,2015,0.4761475506529292
Housing and community amenities,Portugal,2016,0.4195939938806305
Housing and community amenities,Portugal,2017,0.44083304073750473
Housing and community amenities,Portugal,2018,0.46026958229219517
Housing and community amenities,Portugal,2019,0.45331863009890166
Housing and community amenities,Portugal,2020,0.5301744623574136
Housing and community amenities,Romania,2012,1.0749369436361522
Housing and community amenities,Romania,2013,1.175409591762058
Housing and community amenities,Romania,2014,1.250312245884998
Housing and community amenities,Romania,2015,1.5430369622641276
Housing and community amenities,Romania,2016,1.2314448909604685
Housing and community amenities,Romania,2017,0.8818180355044823
Housing and community amenities,Romania,2018,0.9401087678620909
Housing and community amenities,Romania,2019,1.0551854637329343
Housing and community amenities,Romania,2020,1.1057814851333367
Housing and community amenities,Sweden,2012,0.5209317986750445
Housing and community amenities,Sweden,2013,0.5615697791131711
Housing and community amenities,Sweden,2014,0.6041921556197003
Housing and community amenities,Sweden,2015,0.5888542720694664
Housing and community amenities,Sweden,2016,0.5285603833858963
Housing and community amenities,Sweden,2017,0.5611368562711773
Housing and community amenities,Sweden,2018,0.7181629882821007
Housing and community amenities,Sweden,2019,0.6806893709914348
Housing and community amenities,Sweden,2020,0.6951525356857176
Housing and community amenities,Slovenia,2012,0.7522073852587211
Housing and community amenities,Slovenia,2013,0.73324683233528
Housing and community amenities,Slovenia,2014,0.8789853936435644
Housing and community amenities,Slovenia,2015,0.5719050977283374
Housing and community amenities,Slovenia,2016,0.3995727341061044
Housing and community amenities,Slovenia,2017,0.48359384626830615
Housing and community amenities,Slovenia,2018,0.44816168697126835
Housing and community amenities,Slovenia,2019,0.41518056748899207
Housing and community amenities,Slovenia,2020,0.5808092623233222
Housing and community amenities,Slovakia,2012,0.5964754586941085
Housing and community amenities,Slovakia,2013,0.5479724214957687
Housing and community amenities,Slovakia,2014,0.5065844187310505
Housing and community amenities,Slovakia,2015,0.6781818635648852
Housing and community amenities,Slovakia,2016,0.4911081250030764
Housing and community amenities,Slovakia,2017,0.45269924731220895
Housing and community amenities,Slovakia,2018,0.5196123046864134
Housing and community amenities,Slovakia,2019,0.5160026472534746
Housing and community amenities,Slovakia,2020,0.48643776401345407
Housing development,Austria,2012,0.22535485308470346
Housing development,Austria,2013,0.20706356267879183
Housing development,Austria,2014,0.19901178491958932
Housing development,Austria,2015,0.20155738590614553
Housing development,Austria,2016,0.20533656965168565
Housing development,Austria,2017,0.185617412082838
Housing development,Austria,2018,0.18955335954324468
Housing development,Austria,2019,0.16431271786982637
Housing development,Austria,2020,0.1470702087037535
Housing development,Belgium,2012,0.14850791623583834
Housing development,Belgium,2013,0.12797800855222968
Housing development,Belgium,2014,0.12389476711481023
Housing development,Belgium,2015,0.06601849669811524
Housing development,Belgium,2016,0.047874224020211804
Housing development,Belgium,2017,0.06970001804291247
Housing development,Belgium,2018,0.08642523825629692
Housing development,Belgium,2019,0.10859823042129342
Housing development,Belgium,2020,0.13026658109812336
Housing development,Bulgaria,2012,0.33130762386172163
Housing development,Bulgaria,2013,0.3084408635392935
Housing development,Bulgaria,2014,0.8122995398131362
Housing development,Bulgaria,2015,1.0654343920737444
Housing development,Bulgaria,2016,0.37192632824241234
Housing development,Bulgaria,2017,0.34417575807185435
Housing development,Bulgaria,2018,0.49284301589334245
Housing development,Bulgaria,2019,0.5992673635647392
Housing development,Bulgaria,2020,0.3324199490905905
Housing development,Switzerland,2012,0.0
Housing development,Switzerland,2013,0.0
Housing development,Switzerland,2014,0.0
Housing development,Switzerland,2015,0.0
Housing development,Switzerland,2016,0.0
Housing development,Switzerland,2017,0.0
Housing development,Switzerland,2018,0.0
Housing development,Switzerland,2019,0.0
Housing development,Switzerland,2020,0.0
Housing development,Cyprus,2012,0.18260717912943564
Housing development,Cyprus,2013,0.14523040082481997
Housing development,Cyprus,2014,0.16187338412611252
Housing development,Cyprus,2015,0.16607037371406919
Housing development,Cyprus,2016,0.12622411090891877
Housing development,Cyprus,2017,0.11323132667730056
Housing development,Cyprus,2018,0.12410554045886756
Housing development,Cyprus,2019,0.12038211613638128
Housing development,Cyprus,2020,0.12788366240540033
Housing development,Czechia,2012,0.27382178826785575
Housing development,Czechia,2013,0.3487362153247022
Housing development,Czechia,2014,0.3095272944779951
Housing development,Czechia,2015,0.23490459323111473
Housing development,Czechia,2016,0.2510165493959879
Housing development,Czechia,2017,0.2665699631541073
Housing development,Czechia,2018,0.2674781545287137
Housing development,Czechia,2019,0.2259173320745434
Housing development,Czechia,2020,0.19818781179710981
Housing development,Germany,2012,0.1257781452732114
Housing development,Germany,2013,0.09515001689579738
Housing development,Germany,2014,0.07808897223844806
Housing development,Germany,2015,0.07312849863524312
Housing development,Germany,2016,0.0655237754965324
Housing development,Germany,2017,0.07355011692111804
Housing development,Germany,2018,0.08566462137307046
Housing development,Germany,2019,0.1071903629443232
Housing development,Germany,2020,0.12861811871041248
Housing development,Denmark,2012,0.2642019341812725
Housing development,Denmark,2013,0.2664809480615299
Housing development,Denmark,2014,0.21497081920701994
Housing development,Denmark,2015,0.22771425724934952
Housing development,Denmark,2016,0.24439289787668875
Housing development,Denmark,2017,0.1934478077611138
Housing development,Denmark,2018,0.2138731784312902
Housing development,Denmark,2019,0.18576767603668054
Housing development,Denmark,2020,0.1381833508307841
Housing development,Estonia,2012,0.17079037992487456
Housing development,Estonia,2013,0.19089620745817207
Housing development,Estonia,2014,0.18056483873863988
Housing development,Estonia,2015,0.10130189904708356
Housing development,Estonia,2016,0.09886011982766152
Housing development,Estonia,2017,0.11412459720730399
Housing development,Estonia,2018,0.1068170074270598
Housing development,Estonia,2019,0.12533900960572236
Housing development,Estonia,2020,0.11214272710722739
Housing development,Greece,2012,0.0005308402245241813
Housing development,Greece,2013,0.0005559125749648108
Housing development,Greece,2014,0.0
Housing development,Greece,2015,0.0
Housing development,Greece,2016,0.0
Housing development,Greece,2017,0.0
Housing development,Greece,2018,0.0
Housing development,Greece,2019,0.0
Housing development,Greece,2020,0.0
Housing development,Spain,2012,0.22383775060517658
Housing development,Spain,2013,0.13255907598584077
Housing development,Spain,2014,0.17596222380612972
Housing development,Spain,2015,0.20044671512264262
Housing development,Spain,2016,0.15927567703379336
Housing development,Spain,2017,0.15010855988686372
Housing development,Spain,2018,0.14619652301473843
Housing development,Spain,2019,0.1600946758484255
Housing development,Spain,2020,0.16484956470949177
Housing development,Finland,2012,0.08008476051672081
Housing development,Finland,2013,0.08124470808189076
Housing development,Finland,2014,0.10874976437551052
Housing development,Finland,2015,0.04588783499302221
Housing development,Finland,2016,-0.03769802958835591
Housing development,Finland,2017,-0.02474580315597368
Housing development,Finland,2018,-0.05225689833891597
Housing development,Finland,2019,-0.042108247379699655
Housing development,Finland,2020,-0.04243020022013292
Housing development,France,2012,0.4222512021233203
Housing development,France,2013,0.36505951995783087
Housing development,France,2014,0.33692054712957
Housing development,France,2015,0.31545210404506485
Housing development,France,2016,0.3093375539192231
Housing development,France,2017,0.25321668330981234
Housing development,France,2018,0.2616673422739163
Housing development,France,2019,0.21963911742324013
Housing development,France,2020,0.28929191432561957
Housing development,Croatia,2012,0.06252633277455559
Housing development,Croatia,2013,0.04815795810257645
Housing development,Croatia,2014,0.08774901055034089
Housing development,Croatia,2015,0.03712059110122211
Housing development,Croatia,2016,0.03147530456053926
Housing development,Croatia,2017,0.07542126879780098
Housing development,Croatia,2018,0.11716261716261717
Housing development,Croatia,2019,0.1495208861987909
Housing development,Croatia,2020,0.19196865040882577
Housing development,Hungary,2012,0.3136234682925077
Housing development,Hungary,2013,0.18221884453886308
Housing development,Hungary,2014,0.21832458466570928
Housing development,Hungary,2015,0.1766984954473318
Housing development,Hungary,2016,0.1759913707456925
Housing development,Hungary,2017,0.1809884219368359
Housing development,Hungary,2018,0.18352925957666993
Housing development,Hungary,2019,0.19552830519613912
Housing development,Hungary,2020,0.207942594493802
Housing development,Ireland,2012,0.24656152023114145
Housing development,Ireland,2013,0.16967796292829057
Housing development,Ireland,2014,0.1109258928919262
Housing development,Ireland,2015,0.10305126819605902
Housing development,Ireland,2016,0.0964081755613232
Housing development,Ireland,2017,0.09487404756531365
Housing development,Ireland,2018,0.12307454919354024
Housing development,Ireland,2019,0.11056767981124999
Housing development,Ireland,2020,0.16846531079047003
Housing development,Iceland,2012,0.4886802149844511
Housing development,Iceland,2013,0.24726157802339097
Housing development,Iceland,2014,0.23455012395528704
Housing development,Iceland,2015,0.16333972764050067
Housing development,Iceland,2016,0.31269609980748975
Housing development,Iceland,2017,0.2541325047792423
Housing development,Iceland,2018,0.1865914905287958
Housing development,Iceland,2019,0.18491291052921174
Housing development,Iceland,2020,0.22783837682257543
Housing development,Italy,2012,0.1511981312994476
Housing development,Italy,2013,0.07874741753424723
Housing development,Italy,2014,0.07867122983969085
Housing development,Italy,2015,0.09543572224688963
Housing development,Italy,2016,0.07571116840867025
Housing development,Italy,2017,0.07791694172635058
Housing development,Italy,2018,0.11318787176993993
Housing development,Italy,2019,0.08049988631610468
Housing development,Italy,2020,0.10821250406624894
Housing development,Lithuania,2012,0.023046853954780278
Housing development,Lithuania,2013,0.033961671827508956
Housing development,Lithuania,2014,0.04729192237564001
Housing development,Lithuania,2015,0.03400659245910507
Housing development,Lithuania,2016,0.029827795905877873
Housing development,Lithuania,2017,0.057005934767233646
Housing development,Lithuania,2018,0.04020634864836363
Housing development,Lithuania,2019,0.03823489721559984
Housing development,Lithuania,2020,0.11231755931331575
Housing development,Luxembourg,2012,0.24760242615988415
Housing development,Luxembourg,2013,0.18393099023312184
Housing development,Luxembourg,2014,0.17879450795790025
Housing development,Luxembourg,2015,0.15163744429032383
Housing development,Luxembourg,2016,0.1451748057664287
Housing development,Luxembourg,2017,0.15300298441776347
Housing development,Luxembourg,2018,0.21090730058614932
Housing development,Luxembourg,2019,0.2273397719548014
Housing development,Luxembourg,2020,0.25022769021781077
Housing development,Latvia,2012,0.32673379341554476
Housing development,Latvia,2013,0.3207364213537621
Housing development,Latvia,2014,0.2823184823371061
Housing development,Latvia,2015,0.2633067584781114
Housing development,Latvia,2016,0.2301813466397071
Housing development,Latvia,2017,0.28016187130341974
Housing development,Latvia,2018,0.30493661160199775
Housing development,Latvia,2019,0.27511033749910363
Housing development,Latvia,2020,0.3330692546378821
Housing development,Malta,2012,0.07604046438997895
Housing development,Malta,2013,0.08307843359389751
Housing development,Malta,2014,0.10170150038280902
Housing development,Malta,2015,0.11603829263657005
Housing development,Malta,2016,0.03984403904715827
Housing development,Malta,2017,0.015917430424073856
Housing development,Malta,2018,0.03860705737008725
Housing development,Malta,2019,0.028212922929347788
Housing development,Malta,2020,0.06608933454876936
Housing development,Netherlands,2012,0.2862323612561756
Housing development,Netherlands,2013,0.3137193150865378
Housing development,Netherlands,2014,0.259544940139377
Housing development,Netherlands,2015,0.23420018318628189
Housing development,Netherlands,2016,0.1807049469390982
Housing development,Netherlands,2017,0.15213792393374753
Housing development,Netherlands,2018,0.21847912174235484
Housing development,Netherlands,2019,0.20552115170560414
Housing development,Netherlands,2020,0.23313622839064443
Housing development,Norway,2012,0.3375103866697806
Housing development,Norway,2013,0.37124535943300707
Housing development,Norway,2014,0.4146316458117765
Housing development,Norway,2015,0.4540870839643672
Housing development,Norway,2016,0.5109773059647313
Housing development,Norway,2017,0.46192902661747426
Housing development,Norway,2018,0.4586515879456102
Housing development,Norway,2019,0.46216352783456877
Housing development,Norway,2020,0.4913826056195361
Housing development,Poland,2012,0.4567328525382379
Housing development,Poland,2013,0.4178120921916054
Housing development,Poland,2014,0.4000615138559961
Housing development,Poland,2015,0.4060166398889248
Housing development,Poland,2016,0.3279454285998833
Housing development,Poland,2017,0.30171375473782697
Housing development,Poland,2018,0.31013773233526537
Housing development,Poland,2019,0.2833214429844469
Housing development,Poland,2020,0.2448174199159475
Housing development,Portugal,2012,0.12876153624931372
Housing development,Portugal,2013,0.1153717792533739
Housing development,Portugal,2014,0.12822609398123241
Housing development,Portugal,2015,0.10327566366855634
Housing development,Portugal,2016,0.08509848796019942
Housing development,Portugal,2017,0.10936619660806585
Housing development,Portugal,2018,0.12286527074953663
Housing development,Portugal,2019,0.14581951406556562
Housing development,Portugal,2020,0.1600347897380247
Housing development,Romania,2012,0.22652917962845195
Housing development,Romania,2013,0.24158865002109442
Housing development,Romania,2014,0.24826869622062894
Housing development,Romania,2015,0.2887930335309362
Housing development,Romania,2016,0.2886665396971718
Housing development,Romania,2017,0.15380983803561177
Housing development,Romania,2018,0.17518157497455986
Housing development,Romania,2019,0.21268756250596624
Housing development,Romania,2020,0.2526230619003604
Housing development,Sweden,2012,0.148731353643674
Housing development,Sweden,2013,0.1842251240068195
Housing development,Sweden,2014,0.19225953145370037
Housing development,Sweden,2015,0.19833381156795019
Housing development,Sweden,2016,0.14442384344575473
Housing development,Sweden,2017,0.14684636545350194
Housing development,Sweden,2018,0.20067006166275492
Housing development,Sweden,2019,0.20993164796658204
Housing development,Sweden,2020,0.2224088577324118
Housing development,Slovenia,2012,0.1580545771005674
Housing development,Slovenia,2013,0.2378320253029135
Housing development,Slovenia,2014,0.1642119024400613
Housing development,Slovenia,2015,0.040409136068113846
Housing development,Slovenia,2016,0.0665130355659295
Housing development,Slovenia,2017,0.1132260591983967
Housing development,Slovenia,2018,0.11400221901068741
Housing development,Slovenia,2019,0.13145667595929378
Housing development,Slovenia,2020,0.2947644224020961
Housing development,Slovakia,2012,0.17583330730909866
Housing development,Slovakia,2013,0.15249795953434425
Housing development,Slovakia,2014,0.15414939525502752
Housing development,Slovakia,2015,0.13878141926465817
Housing development,Slovakia,2016,0.1552940249947087
Housing development,Slovakia,2017,0.11503497701072048
Housing development,Slovakia,2018,0.10214220464713651
Housing development,Slovakia,2019,0.1260092653871608
Housing development,Slovakia,2020,0.10383904733561851
Community development,Austria,2012,0.04493916580104376
Community development,Austria,2013,0.04192520025612037
Community development,Austria,2014,0.041483301170267335
Community development,Austria,2015,0.041653450265083256
Community development,Austria,2016,0.038086396277488194
Community development,Austria,2017,0.039392260002994346
Community development,Austria,2018,0.041684608438511704
Community development,Austria,2019,0.04036060170783507
Community development,Austria,2020,0.0440633262693794
Community development,Belgium,2012,0.12095561930908472
Community development,Belgium,2013,0.1140297291793932
Community development,Belgium,2014,0.12565653928888423
Community development,Belgium,2015,0.10763102787751612
Community development,Belgium,2016,0.15734088098337703
Community development,Belgium,2017,0.11663855372687257
Community development,Belgium,2018,0.13668055788621605
Community development,Belgium,2019,0.13323026460111356
Community development,Belgium,2020,0.13496400706092715
Community development,Bulgaria,2012,0.06791806289165293
Community development,Bulgaria,2013,0.07205673219152346
Community development,Bulgaria,2014,0.13480221261562778
Community development,Bulgaria,2015,0.14166501136157755
Community development,Bulgaria,2016,0.10702620911937115
Community development,Bulgaria,2017,0.11231399184866928
Community development,Bulgaria,2018,0.11578520510522046
